iter	RMSE
229	0.5755637635
230	0.574471937
231	0.5730312012
232	0.5679722737
233	0.5638977263
234	0.5603942921
235	0.5558493774
236	0.5529157757
237	0.5487929632
238	0.5457804521
239	0.5440962937
240	0.5404457657
241	0.5373339908
242	0.5361115552
243	0.5330385928
244	0.5316803575
245	0.5285610355
246	0.5268168168
247	0.5240461762
248	0.5222757276
249	0.5208527658
250	0.5190595014
251	0.5175316416
252	0.5162903956
253	0.5143585651
254	0.5125893215
255	0.5102767213
256	0.5081410586
257	0.506758471
258	0.5061521165
259	0.5050035984
260	0.5025129805
261	0.5014576882
262	0.4988560509
263	0.4976948771
264	0.4957220379
265	0.4923343674
266	0.4894260616
267	0.4886576556
268	0.4865480893
269	0.4845155541
270	0.482541346
271	0.4810454634
272	0.479883704
273	0.4782231686
274	0.4769786836
275	0.4752160701
276	0.4736754311
277	0.471331966
278	0.4699849394
279	0.4688657749
280	0.467545015
281	0.4663941493
282	0.4647381427
283	0.463811714
284	0.4622930839
285	0.4596920067
286	0.457994456
287	0.4571840329
288	0.4554007613
289	0.452898634
290	0.4518504121
291	0.4489821586
292	0.4478292068
293	0.4469709983
294	0.4458154951
295	0.4444275728
296	0.4435029966
297	0.4429812622
298	0.4412001974
299	0.4398196236
300	0.4385304597
301	0.4365138283
302	0.4355574425
303	0.434797801
304	0.4332113373
305	0.4322045606
306	0.4313417887
307	0.4310882703
308	0.4299964717
309	0.4294325682
310	0.4289100952
311	0.428116099
312	0.4268344034
313	0.4262763708
314	0.4251478171
315	0.4250366988
316	0.4243660058
317	0.4240065471
318	0.4230882002
319	0.4221834078
320	0.4202732223
321	0.4192531181
322	0.41818014
323	0.417870765
324	0.4172564506
325	0.4167572956
326	0.4161682843
327	0.4155433444
328	0.4143866109
329	0.4141224554
330	0.4137991285
331	0.4123665323
332	0.41154969
333	0.4111085736
334	0.4106846476
335	0.409588347
336	0.4088624081
337	0.4072761491
338	0.4061811156
339	0.4055072892
340	0.4051388494
341	0.4041350756
342	0.4029407374
343	0.4018858527
344	0.4014314895
345	0.4002958943
346	0.399850187
347	0.3994299063
348	0.3984638836
349	0.3970260442
350	0.3964985504
351	0.3951793917
352	0.3945189928
353	0.3936300257
354	0.3921628001
355	0.391851668
356	0.3900369361
357	0.388940831
358	0.3880673348
359	0.386943893
360	0.3856519
361	0.3847126971
362	0.3836668457
363	0.3823462602
364	0.3816778006
365	0.3810108277
366	0.3803717881
367	0.3794120566
368	0.3787093017
369	0.3776934813
370	0.3772386931
371	0.3768171619
372	0.3758216561
373	0.3753550091
374	0.3731048614
375	0.3722921171
376	0.3712296642
377	0.3703837011
378	0.3697610314
379	0.3688773613
380	0.3683079956
381	0.3677494565
382	0.3669119082
383	0.3656978121
384	0.3652239992
385	0.3646326005
386	0.3639732195
387	0.3629735946
388	0.361453349
389	0.3609725345
390	0.3605544623
391	0.3599336051
392	0.3594424139
393	0.3590922527
394	0.3584647035
395	0.3579186907
396	0.3572557939
397	0.356479304
398	0.3554862233
399	0.3550933788
400	0.3548987826
401	0.3543175004
402	0.3537707565
403	0.3531694644
404	0.352457316
405	0.3514565387
406	0.3511297919
407	0.3503556813
408	0.3494520288
409	0.3489272101
410	0.3481267932
411	0.3472695895
412	0.3470446635
413	0.3465735015
414	0.3460603899
415	0.3452822075
416	0.3446606988
417	0.3441267364
418	0.343648436
419	0.3433896092
420	0.3429039013
421	0.3425084845
422	0.3419306878
423	0.3414190618
424	0.3411340826
425	0.3406830596
426	0.3401472499
427	0.3395010231
428	0.3390733637
429	0.3386081673
430	0.3382675988
431	0.3379711982
432	0.3377376901
433	0.33720166
434	0.3367421967
435	0.3359074695
436	0.3352193143
437	0.3345947489
438	0.3342336389
439	0.3334235156
440	0.332401483
441	0.3317460654
442	0.3315036185
443	0.3307823545
444	0.3300875753
445	0.3292811755
446	0.3288710218
447	0.3284178483
448	0.3280997184
449	0.32754804
450	0.3270752469
451	0.3269254783
452	0.3265193159
453	0.3259337025
454	0.3251832491
455	0.3248445548
456	0.3242874687
457	0.3232333844
458	0.3218783684
459	0.3214340372
460	0.3207663807
461	0.3203186303
462	0.3199535878
463	0.3194575887
464	0.3192241176
465	0.3186992397
466	0.3178729959
467	0.317449833
468	0.3166030347
469	0.3156037372
